Buying;Maintenance;Doors;Person;lug_boot;safety;class
high;high;5more;more;med;med;acc
high;high;5more;more;med;high;acc
high;high;5more;more;big;low;unacc
high;high;5more;more;big;med;acc
high;high;5more;more;big;high;acc
high;med;2doors;2people;small;low;unacc
high;med;2doors;2people;small;med;unacc
high;med;2doors;2people;small;high;unacc
high;med;2doors;2people;med;low;unacc
high;med;2doors;2people;med;med;unacc
high;med;2doors;2people;med;high;unacc
high;med;2doors;2people;big;low;unacc
high;med;2doors;2people;big;med;unacc
high;med;2doors;2people;big;high;unacc
high;med;2doors;4people;small;low;unacc
high;med;2doors;4people;small;med;unacc
high;med;2doors;4people;small;high;acc
high;med;2doors;4people;med;low;unacc
high;med;2doors;4people;med;med;unacc
high;med;2doors;4people;med;high;acc
high;med;2doors;4people;big;low;unacc
high;med;2doors;4people;big;med;acc
high;med;2doors;4people;big;high;acc
high;med;2doors;more;small;low;unacc
high;med;2doors;more;small;med;unacc
high;med;2doors;more;small;high;unacc
high;med;2doors;more;med;low;unacc
high;med;2doors;more;med;med;unacc
high;med;2doors;more;med;high;acc
high;med;2doors;more;big;low;unacc
high;med;2doors;more;big;med;acc
high;med;2doors;more;big;high;acc
high;med;3doors;2people;small;low;unacc
high;med;3doors;2people;small;med;unacc
high;med;3doors;2people;small;high;unacc
high;med;3doors;2people;med;low;unacc
high;med;3doors;2people;med;med;unacc
high;med;3doors;2people;med;high;unacc
high;med;3doors;2people;big;low;unacc
high;med;3doors;2people;big;med;unacc
high;med;3doors;2people;big;high;unacc
high;med;3doors;4people;small;low;unacc
high;med;3doors;4people;small;med;unacc
high;med;3doors;4people;small;high;acc
high;med;3doors;4people;med;low;unacc
high;med;3doors;4people;med;med;unacc
high;med;3doors;4people;med;high;acc
high;med;3doors;4people;big;low;unacc
high;med;3doors;4people;big;med;acc
high;med;3doors;4people;big;high;acc
high;med;3doors;more;small;low;unacc
high;med;3doors;more;small;med;unacc
high;med;3doors;more;small;high;acc
high;med;3doors;more;med;low;unacc
high;med;3doors;more;med;med;acc
high;med;3doors;more;med;high;acc
high;med;3doors;more;big;low;unacc
high;med;3doors;more;big;med;acc
high;med;3doors;more;big;high;acc
high;med;4doors;2people;small;low;unacc
high;med;4doors;2people;small;med;unacc
high;med;4doors;2people;small;high;unacc
high;med;4doors;2people;med;low;unacc
high;med;4doors;2people;med;med;unacc
high;med;4doors;2people;med;high;unacc
high;med;4doors;2people;big;low;unacc
high;med;4doors;2people;big;med;unacc
high;med;4doors;2people;big;high;unacc
high;med;4doors;4people;small;low;unacc
high;med;4doors;4people;small;med;unacc
high;med;4doors;4people;small;high;acc
high;med;4doors;4people;med;low;unacc
high;med;4doors;4people;med;med;acc
high;med;4doors;4people;med;high;acc
high;med;4doors;4people;big;low;unacc
high;med;4doors;4people;big;med;acc
high;med;4doors;4people;big;high;acc
high;med;4doors;more;small;low;unacc
high;med;4doors;more;small;med;unacc
high;med;4doors;more;small;high;acc
high;med;4doors;more;med;low;unacc
high;med;4doors;more;med;med;acc
high;med;4doors;more;med;high;acc
high;med;4doors;more;big;low;unacc
high;med;4doors;more;big;med;acc
high;med;4doors;more;big;high;acc
high;med;5more;2people;small;low;unacc
high;med;5more;2people;small;med;unacc
high;med;5more;2people;small;high;unacc
high;med;5more;2people;med;low;unacc
high;med;5more;2people;med;med;unacc
high;med;5more;2people;med;high;unacc
high;med;5more;2people;big;low;unacc
high;med;5more;2people;big;med;unacc
high;med;5more;2people;big;high;unacc
high;med;5more;4people;small;low;unacc
high;med;5more;4people;small;med;unacc
high;med;5more;4people;small;high;acc
high;med;5more;4people;med;low;unacc
high;med;5more;4people;med;med;acc
high;med;5more;4people;med;high;acc
high;med;5more;4people;big;low;unacc
high;med;5more;4people;big;med;acc
high;med;5more;4people;big;high;acc
high;med;5more;more;small;low;unacc
high;med;5more;more;small;med;unacc
high;med;5more;more;small;high;acc
high;med;5more;more;med;low;unacc
high;med;5more;more;med;med;acc
high;med;5more;more;med;high;acc
high;med;5more;more;big;low;unacc
high;med;5more;more;big;med;acc
high;med;5more;more;big;high;acc
high;low;2doors;2people;small;low;unacc
high;low;2doors;2people;small;med;unacc
high;low;2doors;2people;small;high;unacc
high;low;2doors;2people;med;low;unacc
high;low;2doors;2people;med;med;unacc
high;low;2doors;2people;med;high;unacc
high;low;2doors;2people;big;low;unacc
high;low;2doors;2people;big;med;unacc
high;low;2doors;2people;big;high;unacc
high;low;2doors;4people;small;low;unacc
high;low;2doors;4people;small;med;unacc
high;low;2doors;4people;small;high;acc
high;low;2doors;4people;med;low;unacc
high;low;2doors;4people;med;med;unacc
high;low;2doors;4people;med;high;acc
high;low;2doors;4people;big;low;unacc
high;low;2doors;4people;big;med;acc
high;low;2doors;4people;big;high;acc
high;low;2doors;more;small;low;unacc
high;low;2doors;more;small;med;unacc
high;low;2doors;more;small;high;unacc
high;low;2doors;more;med;low;unacc
high;low;2doors;more;med;med;unacc
high;low;2doors;more;med;high;acc
high;low;2doors;more;big;low;unacc
high;low;2doors;more;big;med;acc
high;low;2doors;more;big;high;acc
high;low;3doors;2people;small;low;unacc
high;low;3doors;2people;small;med;unacc
high;low;3doors;2people;small;high;unacc
high;low;3doors;2people;med;low;unacc
high;low;3doors;2people;med;med;unacc
high;low;3doors;2people;med;high;unacc
high;low;3doors;2people;big;low;unacc
high;low;3doors;2people;big;med;unacc
high;low;3doors;2people;big;high;unacc
high;low;3doors;4people;small;low;unacc
high;low;3doors;4people;small;med;unacc
high;low;3doors;4people;small;high;acc
high;low;3doors;4people;med;low;unacc
high;low;3doors;4people;med;med;unacc
high;low;3doors;4people;med;high;acc
high;low;3doors;4people;big;low;unacc
high;low;3doors;4people;big;med;acc
high;low;3doors;4people;big;high;acc
high;low;3doors;more;small;low;unacc
high;low;3doors;more;small;med;unacc
high;low;3doors;more;small;high;acc
high;low;3doors;more;med;low;unacc
high;low;3doors;more;med;med;acc
high;low;3doors;more;med;high;acc
high;low;3doors;more;big;low;unacc
high;low;3doors;more;big;med;acc
high;low;3doors;more;big;high;acc
high;low;4doors;2people;small;low;unacc
high;low;4doors;2people;small;med;unacc
high;low;4doors;2people;small;high;unacc
high;low;4doors;2people;med;low;unacc
high;low;4doors;2people;med;med;unacc
high;low;4doors;2people;med;high;unacc
high;low;4doors;2people;big;low;unacc
high;low;4doors;2people;big;med;unacc
high;low;4doors;2people;big;high;unacc
high;low;4doors;4people;small;low;unacc
high;low;4doors;4people;small;med;unacc
high;low;4doors;4people;small;high;acc
high;low;4doors;4people;med;low;unacc
high;low;4doors;4people;med;med;acc
high;low;4doors;4people;med;high;acc
high;low;4doors;4people;big;low;unacc
high;low;4doors;4people;big;med;acc
high;low;4doors;4people;big;high;acc
high;low;4doors;more;small;low;unacc
high;low;4doors;more;small;med;unacc
high;low;4doors;more;small;high;acc
high;low;4doors;more;med;low;unacc
high;low;4doors;more;med;med;acc
high;low;4doors;more;med;high;acc
high;low;4doors;more;big;low;unacc
high;low;4doors;more;big;med;acc
high;low;4doors;more;big;high;acc
high;low;5more;2people;small;low;unacc
high;low;5more;2people;small;med;unacc
high;low;5more;2people;small;high;unacc
high;low;5more;2people;med;low;unacc
high;low;5more;2people;med;med;unacc
high;low;5more;2people;med;high;unacc
high;low;5more;2people;big;low;unacc
high;low;5more;2people;big;med;unacc
high;low;5more;2people;big;high;unacc
high;low;5more;4people;small;low;unacc
high;low;5more;4people;small;med;unacc
high;low;5more;4people;small;high;acc
high;low;5more;4people;med;low;unacc
high;low;5more;4people;med;med;acc
high;low;5more;4people;med;high;acc
high;low;5more;4people;big;low;unacc
high;low;5more;4people;big;med;acc
high;low;5more;4people;big;high;acc
high;low;5more;more;small;low;unacc
high;low;5more;more;small;med;unacc
high;low;5more;more;small;high;acc
high;low;5more;more;med;low;unacc
high;low;5more;more;med;med;acc
high;low;5more;more;med;high;acc
high;low;5more;more;big;low;unacc
high;low;5more;more;big;med;acc
high;low;5more;more;big;high;acc
med;vhigh;2doors;2people;small;low;unacc
med;vhigh;2doors;2people;small;med;unacc
med;vhigh;2doors;2people;small;high;unacc
med;vhigh;2doors;2people;med;low;unacc
med;vhigh;2doors;2people;med;med;unacc
med;vhigh;2doors;2people;med;high;unacc
med;vhigh;2doors;2people;big;low;unacc
med;vhigh;2doors;2people;big;med;unacc
med;vhigh;2doors;2people;big;high;unacc
med;vhigh;2doors;4people;small;low;unacc
med;vhigh;2doors;4people;small;med;unacc
med;vhigh;2doors;4people;small;high;acc
med;vhigh;2doors;4people;med;low;unacc
med;vhigh;2doors;4people;med;med;unacc
med;vhigh;2doors;4people;med;high;acc
med;vhigh;2doors;4people;big;low;unacc
med;vhigh;2doors;4people;big;med;acc
med;vhigh;2doors;4people;big;high;acc
med;vhigh;2doors;more;small;low;unacc
med;vhigh;2doors;more;small;med;unacc
med;vhigh;2doors;more;small;high;unacc
med;vhigh;2doors;more;med;low;unacc
med;vhigh;2doors;more;med;med;unacc
med;vhigh;2doors;more;med;high;acc
med;vhigh;2doors;more;big;low;unacc
med;vhigh;2doors;more;big;med;acc
med;vhigh;2doors;more;big;high;acc
med;vhigh;3doors;2people;small;low;unacc
med;vhigh;3doors;2people;small;med;unacc
med;vhigh;3doors;2people;small;high;unacc
med;vhigh;3doors;2people;med;low;unacc
med;vhigh;3doors;2people;med;med;unacc
med;vhigh;3doors;2people;med;high;unacc
med;vhigh;3doors;2people;big;low;unacc
med;vhigh;3doors;2people;big;med;unacc
med;vhigh;3doors;2people;big;high;unacc
med;vhigh;3doors;4people;small;low;unacc
med;vhigh;3doors;4people;small;med;unacc
med;vhigh;3doors;4people;small;high;acc
med;vhigh;3doors;4people;med;low;unacc
med;vhigh;3doors;4people;med;med;unacc
med;vhigh;3doors;4people;med;high;acc
med;vhigh;3doors;4people;big;low;unacc
med;vhigh;3doors;4people;big;med;acc
med;vhigh;3doors;4people;big;high;acc
med;vhigh;3doors;more;small;low;unacc
med;vhigh;3doors;more;small;med;unacc
med;vhigh;3doors;more;small;high;acc
med;vhigh;3doors;more;med;low;unacc
med;vhigh;3doors;more;med;med;acc
med;vhigh;3doors;more;med;high;acc
med;vhigh;3doors;more;big;low;unacc
med;vhigh;3doors;more;big;med;acc
med;vhigh;3doors;more;big;high;acc
med;vhigh;4doors;2people;small;low;unacc
med;vhigh;4doors;2people;small;med;unacc
med;vhigh;4doors;2people;small;high;unacc
med;vhigh;4doors;2people;med;low;unacc
med;vhigh;4doors;2people;med;med;unacc
med;vhigh;4doors;2people;med;high;unacc
med;vhigh;4doors;2people;big;low;unacc
med;vhigh;4doors;2people;big;med;unacc
med;vhigh;4doors;2people;big;high;unacc
med;vhigh;4doors;4people;small;low;unacc
med;vhigh;4doors;4people;small;med;unacc
med;vhigh;4doors;4people;small;high;acc
med;vhigh;4doors;4people;med;low;unacc
med;vhigh;4doors;4people;med;med;acc
med;vhigh;4doors;4people;med;high;acc
med;vhigh;4doors;4people;big;low;unacc
med;vhigh;4doors;4people;big;med;acc
med;vhigh;4doors;4people;big;high;acc
med;vhigh;4doors;more;small;low;unacc
med;vhigh;4doors;more;small;med;unacc
med;vhigh;4doors;more;small;high;acc
med;vhigh;4doors;more;med;low;unacc
med;vhigh;4doors;more;med;med;acc
med;vhigh;4doors;more;med;high;acc
med;vhigh;4doors;more;big;low;unacc
med;vhigh;4doors;more;big;med;acc
med;vhigh;4doors;more;big;high;acc
med;vhigh;5more;2people;small;low;unacc
med;vhigh;5more;2people;small;med;unacc
med;vhigh;5more;2people;small;high;unacc
med;vhigh;5more;2people;med;low;unacc
med;vhigh;5more;2people;med;med;unacc
med;vhigh;5more;2people;med;high;unacc
med;vhigh;5more;2people;big;low;unacc
med;vhigh;5more;2people;big;med;unacc
med;vhigh;5more;2people;big;high;unacc
med;vhigh;5more;4people;small;low;unacc
med;vhigh;5more;4people;small;med;unacc
med;vhigh;5more;4people;small;high;acc
med;vhigh;5more;4people;med;low;unacc
med;vhigh;5more;4people;med;med;acc
med;vhigh;5more;4people;med;high;acc
med;vhigh;5more;4people;big;low;unacc
med;vhigh;5more;4people;big;med;acc
med;vhigh;5more;4people;big;high;acc
med;vhigh;5more;more;small;low;unacc
med;vhigh;5more;more;small;med;unacc
med;vhigh;5more;more;small;high;acc
med;vhigh;5more;more;med;low;unacc
med;vhigh;5more;more;med;med;acc
med;vhigh;5more;more;med;high;acc
med;vhigh;5more;more;big;low;unacc
med;vhigh;5more;more;big;med;acc
med;vhigh;5more;more;big;high;acc
med;high;2doors;2people;small;low;unacc
med;high;2doors;2people;small;med;unacc
med;high;2doors;2people;small;high;unacc
med;high;2doors;2people;med;low;unacc
med;high;2doors;2people;med;med;unacc
med;high;2doors;2people;med;high;unacc
med;high;2doors;2people;big;low;unacc
med;high;2doors;2people;big;med;unacc
med;high;2doors;2people;big;high;unacc
med;high;2doors;4people;small;low;unacc
med;high;2doors;4people;small;med;unacc
med;high;2doors;4people;small;high;acc
med;high;2doors;4people;med;low;unacc
med;high;2doors;4people;med;med;unacc
med;high;2doors;4people;med;high;acc
med;high;2doors;4people;big;low;unacc
med;high;2doors;4people;big;med;acc
med;high;2doors;4people;big;high;acc
med;high;2doors;more;small;low;unacc
med;high;2doors;more;small;med;unacc
med;high;2doors;more;small;high;unacc
med;high;2doors;more;med;low;unacc
med;high;2doors;more;med;med;unacc
med;high;2doors;more;med;high;acc
med;high;2doors;more;big;low;unacc
med;high;2doors;more;big;med;acc
med;high;2doors;more;big;high;acc
med;high;3doors;2people;small;low;unacc
med;high;3doors;2people;small;med;unacc
med;high;3doors;2people;small;high;unacc
med;high;3doors;2people;med;low;unacc
med;high;3doors;2people;med;med;unacc
med;high;3doors;2people;med;high;unacc
med;high;3doors;2people;big;low;unacc
med;high;3doors;2people;big;med;unacc
med;high;3doors;2people;big;high;unacc
med;high;3doors;4people;small;low;unacc
med;high;3doors;4people;small;med;unacc
med;high;3doors;4people;small;high;acc
med;high;3doors;4people;med;low;unacc
med;high;3doors;4people;med;med;unacc
med;high;3doors;4people;med;high;acc
med;high;3doors;4people;big;low;unacc
med;high;3doors;4people;big;med;acc
med;high;3doors;4people;big;high;acc
med;high;3doors;more;small;low;unacc
med;high;3doors;more;small;med;unacc
med;high;3doors;more;small;high;acc
med;high;3doors;more;med;low;unacc
med;high;3doors;more;med;med;acc
med;high;3doors;more;med;high;acc
med;high;3doors;more;big;low;unacc
med;high;3doors;more;big;med;acc
med;high;3doors;more;big;high;acc
med;high;4doors;2people;small;low;unacc
med;high;4doors;2people;small;med;unacc
med;high;4doors;2people;small;high;unacc
med;high;4doors;2people;med;low;unacc
med;high;4doors;2people;med;med;unacc
med;high;4doors;2people;med;high;unacc
med;high;4doors;2people;big;low;unacc
med;high;4doors;2people;big;med;unacc
med;high;4doors;2people;big;high;unacc
med;high;4doors;4people;small;low;unacc
med;high;4doors;4people;small;med;unacc
med;high;4doors;4people;small;high;acc
med;high;4doors;4people;med;low;unacc
med;high;4doors;4people;med;med;acc
med;high;4doors;4people;med;high;acc
med;high;4doors;4people;big;low;unacc
med;high;4doors;4people;big;med;acc
med;high;4doors;4people;big;high;acc
med;high;4doors;more;small;low;unacc
med;high;4doors;more;small;med;unacc
med;high;4doors;more;small;high;acc
med;high;4doors;more;med;low;unacc
med;high;4doors;more;med;med;acc
med;high;4doors;more;med;high;acc
med;high;4doors;more;big;low;unacc
med;high;4doors;more;big;med;acc
med;high;4doors;more;big;high;acc
med;high;5more;2people;small;low;unacc
med;high;5more;2people;small;med;unacc
med;high;5more;2people;small;high;unacc
med;high;5more;2people;med;low;unacc
med;high;5more;2people;med;med;unacc
med;high;5more;2people;med;high;unacc
med;high;5more;2people;big;low;unacc
med;high;5more;2people;big;med;unacc
med;high;5more;2people;big;high;unacc
med;high;5more;4people;small;low;unacc
med;high;5more;4people;small;med;unacc
med;high;5more;4people;small;high;acc
med;high;5more;4people;med;low;unacc
med;high;5more;4people;med;med;acc
med;high;5more;4people;med;high;acc
med;high;5more;4people;big;low;unacc
med;high;5more;4people;big;med;acc
med;high;5more;4people;big;high;acc
med;high;5more;more;small;low;unacc
med;high;5more;more;small;med;unacc
med;high;5more;more;small;high;acc
med;high;5more;more;med;low;unacc
med;high;5more;more;med;med;acc
med;high;5more;more;med;high;acc
med;high;5more;more;big;low;unacc
med;high;5more;more;big;med;acc
med;high;5more;more;big;high;acc
med;med;2doors;2people;small;low;unacc
med;med;2doors;2people;small;med;unacc
med;med;2doors;2people;small;high;unacc
med;med;2doors;2people;med;low;unacc
med;med;2doors;2people;med;med;unacc
med;med;2doors;2people;med;high;unacc
med;med;2doors;2people;big;low;unacc
med;med;2doors;2people;big;med;unacc
med;med;2doors;2people;big;high;unacc
med;med;2doors;4people;small;low;unacc
med;med;2doors;4people;small;med;acc
med;med;2doors;4people;small;high;acc
med;med;2doors;4people;med;low;unacc
med;med;2doors;4people;med;med;acc
med;med;2doors;4people;med;high;acc
med;med;2doors;4people;big;low;unacc
med;med;2doors;4people;big;med;acc
med;med;2doors;4people;big;high;vgood
med;med;2doors;more;small;low;unacc
med;med;2doors;more;small;med;unacc
med;med;2doors;more;small;high;unacc
med;med;2doors;more;med;low;unacc
med;med;2doors;more;med;med;acc
med;med;2doors;more;med;high;acc
med;med;2doors;more;big;low;unacc
med;med;2doors;more;big;med;acc
med;med;2doors;more;big;high;vgood
med;med;3doors;2people;small;low;unacc
med;med;3doors;2people;small;med;unacc
med;med;3doors;2people;small;high;unacc
med;med;3doors;2people;med;low;unacc
med;med;3doors;2people;med;med;unacc
med;med;3doors;2people;med;high;unacc
med;med;3doors;2people;big;low;unacc
med;med;3doors;2people;big;med;unacc
med;med;3doors;2people;big;high;unacc
med;med;3doors;4people;small;low;unacc
med;med;3doors;4people;small;med;acc
med;med;3doors;4people;small;high;acc
med;med;3doors;4people;med;low;unacc
med;med;3doors;4people;med;med;acc
med;med;3doors;4people;med;high;acc
med;med;3doors;4people;big;low;unacc
med;med;3doors;4people;big;med;acc
med;med;3doors;4people;big;high;vgood
med;med;3doors;more;small;low;unacc
med;med;3doors;more;small;med;acc
med;med;3doors;more;small;high;acc
med;med;3doors;more;med;low;unacc
med;med;3doors;more;med;med;acc
med;med;3doors;more;med;high;vgood
med;med;3doors;more;big;low;unacc
med;med;3doors;more;big;med;acc
med;med;3doors;more;big;high;vgood
med;med;4doors;2people;small;low;unacc
med;med;4doors;2people;small;med;unacc
med;med;4doors;2people;small;high;unacc
med;med;4doors;2people;med;low;unacc
med;med;4doors;2people;med;med;unacc
med;med;4doors;2people;med;high;unacc
med;med;4doors;2people;big;low;unacc
med;med;4doors;2people;big;med;unacc
med;med;4doors;2people;big;high;unacc
med;med;4doors;4people;small;low;unacc
med;med;4doors;4people;small;med;acc
med;med;4doors;4people;small;high;acc
med;med;4doors;4people;med;low;unacc
med;med;4doors;4people;med;med;acc
med;med;4doors;4people;med;high;vgood
med;med;4doors;4people;big;low;unacc
med;med;4doors;4people;big;med;acc
med;med;4doors;4people;big;high;vgood
med;med;4doors;more;small;low;unacc
med;med;4doors;more;small;med;acc
med;med;4doors;more;small;high;acc
med;med;4doors;more;med;low;unacc
med;med;4doors;more;med;med;acc
med;med;4doors;more;med;high;vgood
med;med;4doors;more;big;low;unacc
med;med;4doors;more;big;med;acc
med;med;4doors;more;big;high;vgood
med;med;5more;2people;small;low;unacc
med;med;5more;2people;small;med;unacc
med;med;5more;2people;small;high;unacc
med;med;5more;2people;med;low;unacc
med;med;5more;2people;med;med;unacc
med;med;5more;2people;med;high;unacc
med;med;5more;2people;big;low;unacc
med;med;5more;2people;big;med;unacc
med;med;5more;2people;big;high;unacc
med;med;5more;4people;small;low;unacc
med;med;5more;4people;small;med;acc
med;med;5more;4people;small;high;acc
med;med;5more;4people;med;low;unacc
med;med;5more;4people;med;med;acc
med;med;5more;4people;med;high;vgood
med;med;5more;4people;big;low;unacc
med;med;5more;4people;big;med;acc
med;med;5more;4people;big;high;vgood
med;med;5more;more;small;low;unacc
med;med;5more;more;small;med;acc
med;med;5more;more;small;high;acc
med;med;5more;more;med;low;unacc
med;med;5more;more;med;med;acc
med;med;5more;more;med;high;vgood
med;med;5more;more;big;low;unacc
med;med;5more;more;big;med;acc
med;med;5more;more;big;high;vgood
med;low;2doors;2people;small;low;unacc
med;low;2doors;2people;small;med;unacc
med;low;2doors;2people;small;high;unacc
med;low;2doors;2people;med;low;unacc
med;low;2doors;2people;med;med;unacc
med;low;2doors;2people;med;high;unacc
med;low;2doors;2people;big;low;unacc
med;low;2doors;2people;big;med;unacc
med;low;2doors;2people;big;high;unacc
med;low;2doors;4people;small;low;unacc
med;low;2doors;4people;small;med;acc
med;low;2doors;4people;small;high;good
med;low;2doors;4people;small;high;good
med;low;2doors;4people;med;low;unacc
med;low;2doors;4people;med;med;acc
med;low;2doors;4people;med;high;good
med;low;2doors;4people;med;high;good
med;low;2doors;4people;big;low;unacc
med;low;2doors;4people;big;med;good
med;low;2doors;4people;big;med;good
med;low;2doors;4people;big;high;vgood
med;low;2doors;more;small;low;unacc
med;low;2doors;more;small;med;unacc
med;low;2doors;more;small;high;unacc
med;low;2doors;more;med;low;unacc
med;low;2doors;more;med;med;acc
med;low;2doors;more;med;high;good
med;low;2doors;more;med;high;good
med;low;2doors;more;big;low;unacc
med;low;2doors;more;big;med;good
med;low;2doors;more;big;med;good
med;low;2doors;more;big;high;vgood
med;low;3doors;2people;small;low;unacc
med;low;3doors;2people;small;med;unacc
med;low;3doors;2people;small;high;unacc
med;low;3doors;2people;med;low;unacc
med;low;3doors;2people;med;med;unacc
med;low;3doors;2people;med;high;unacc
med;low;3doors;2people;big;low;unacc
med;low;3doors;2people;big;med;unacc
med;low;3doors;2people;big;high;unacc
med;low;3doors;4people;small;low;unacc
med;low;3doors;4people;small;med;acc
med;low;3doors;4people;small;high;good
med;low;3doors;4people;small;high;good
med;low;3doors;4people;med;low;unacc
med;low;3doors;4people;med;med;acc
med;low;3doors;4people;med;high;good
med;low;3doors;4people;big;low;unacc
med;low;3doors;4people;big;med;good
med;low;3doors;4people;big;high;vgood
med;low;3doors;more;small;low;unacc
med;low;3doors;more;small;med;acc
med;low;3doors;more;small;high;good
med;low;3doors;more;med;low;unacc
med;low;3doors;more;med;med;good
med;low;3doors;more;med;high;vgood
med;low;3doors;more;big;low;unacc
med;low;3doors;more;big;med;good
med;low;3doors;more;big;high;vgood
med;low;4doors;2people;small;low;unacc
med;low;4doors;2people;small;med;unacc
med;low;4doors;2people;small;high;unacc
med;low;4doors;2people;med;low;unacc
med;low;4doors;2people;med;med;unacc
med;low;4doors;2people;med;high;unacc
med;low;4doors;2people;big;low;unacc
med;low;4doors;2people;big;med;unacc
med;low;4doors;2people;big;high;unacc
med;low;4doors;4people;small;low;unacc
med;low;4doors;4people;small;med;acc
med;low;4doors;4people;small;high;good
med;low;4doors;4people;med;low;unacc
med;low;4doors;4people;med;med;good
med;low;4doors;4people;med;high;vgood
med;low;4doors;4people;big;low;unacc
med;low;4doors;4people;big;med;good
med;low;4doors;4people;big;high;vgood
med;low;4doors;more;small;low;unacc
med;low;4doors;more;small;med;acc
med;low;4doors;more;small;high;good
med;low;4doors;more;med;low;unacc
med;low;4doors;more;med;med;good
med;low;4doors;more;med;high;vgood
med;low;4doors;more;big;low;unacc
med;low;4doors;more;big;med;good
med;low;4doors;more;big;high;vgood
med;low;5more;2people;small;low;unacc
med;low;5more;2people;small;med;unacc
med;low;5more;2people;small;high;unacc
med;low;5more;2people;med;low;unacc
med;low;5more;2people;med;med;unacc
med;low;5more;2people;med;high;unacc
med;low;5more;2people;big;low;unacc
med;low;5more;2people;big;med;unacc
med;low;5more;2people;big;high;unacc
med;low;5more;4people;small;low;unacc
med;low;5more;4people;small;med;acc
med;low;5more;4people;small;high;good
med;low;5more;4people;med;low;unacc
med;low;5more;4people;med;med;good
med;low;5more;4people;med;high;vgood
med;low;5more;4people;big;low;unacc
med;low;5more;4people;big;med;good
med;low;5more;4people;big;high;vgood
med;low;5more;more;small;low;unacc
med;low;5more;more;small;med;acc
med;low;5more;more;small;high;good
med;low;5more;more;med;low;unacc
med;low;5more;more;med;med;good
med;low;5more;more;med;high;vgood
med;low;5more;more;big;low;unacc
med;low;5more;more;big;med;good
med;low;5more;more;big;high;vgood
low;vhigh;2doors;2people;small;low;unacc
low;vhigh;2doors;2people;small;med;unacc
low;vhigh;2doors;2people;small;high;unacc
low;vhigh;2doors;2people;med;low;unacc
low;vhigh;2doors;2people;med;med;unacc
low;vhigh;2doors;2people;med;high;unacc
low;vhigh;2doors;2people;big;low;unacc
low;vhigh;2doors;2people;big;med;unacc
low;vhigh;2doors;2people;big;high;unacc
low;vhigh;2doors;4people;small;low;unacc
low;vhigh;2doors;4people;small;med;unacc
low;vhigh;2doors;4people;small;high;acc
low;vhigh;2doors;4people;med;low;unacc
low;vhigh;2doors;4people;med;med;unacc
low;vhigh;2doors;4people;med;high;acc
low;vhigh;2doors;4people;big;low;unacc
low;vhigh;2doors;4people;big;med;acc
low;vhigh;2doors;4people;big;high;acc
low;vhigh;2doors;more;small;low;unacc
low;vhigh;2doors;more;small;med;unacc
low;vhigh;2doors;more;small;high;unacc
low;vhigh;2doors;more;med;low;unacc
low;vhigh;2doors;more;med;med;unacc
low;vhigh;2doors;more;med;high;acc
low;vhigh;2doors;more;big;low;unacc
low;vhigh;2doors;more;big;med;acc
low;vhigh;2doors;more;big;high;acc
low;vhigh;3doors;2people;small;low;unacc
low;vhigh;3doors;2people;small;med;unacc
low;vhigh;3doors;2people;small;high;unacc
low;vhigh;3doors;2people;med;low;unacc
low;vhigh;3doors;2people;med;med;unacc
low;vhigh;3doors;2people;med;high;unacc
low;vhigh;3doors;2people;big;low;unacc
low;vhigh;3doors;2people;big;med;unacc
low;vhigh;3doors;2people;big;high;unacc
low;vhigh;3doors;4people;small;low;unacc
low;vhigh;3doors;4people;small;med;unacc
low;vhigh;3doors;4people;small;high;acc
low;vhigh;3doors;4people;med;low;unacc
low;vhigh;3doors;4people;med;med;unacc
low;vhigh;3doors;4people;med;high;acc
low;vhigh;3doors;4people;big;low;unacc
low;vhigh;3doors;4people;big;med;acc
low;vhigh;3doors;4people;big;high;acc
low;vhigh;3doors;more;small;low;unacc
low;vhigh;3doors;more;small;med;unacc
low;vhigh;3doors;more;small;high;acc
low;vhigh;3doors;more;med;low;unacc
low;vhigh;3doors;more;med;med;acc
low;vhigh;3doors;more;med;high;acc
low;vhigh;3doors;more;big;low;unacc
low;vhigh;3doors;more;big;med;acc
low;vhigh;3doors;more;big;high;acc
low;vhigh;4doors;2people;small;low;unacc
low;vhigh;4doors;2people;small;med;unacc
low;vhigh;4doors;2people;small;high;unacc
low;vhigh;4doors;2people;med;low;unacc
low;vhigh;4doors;2people;med;med;unacc
low;vhigh;4doors;2people;med;high;unacc
low;vhigh;4doors;2people;big;low;unacc
low;vhigh;4doors;2people;big;med;unacc
low;vhigh;4doors;2people;big;high;unacc
low;vhigh;4doors;4people;small;low;unacc
low;vhigh;4doors;4people;small;med;unacc
low;vhigh;4doors;4people;small;high;acc
low;vhigh;4doors;4people;med;low;unacc
low;vhigh;4doors;4people;med;med;acc
low;vhigh;4doors;4people;med;high;acc
low;vhigh;4doors;4people;big;low;unacc
low;vhigh;4doors;4people;big;med;acc
low;vhigh;4doors;4people;big;high;acc
low;vhigh;4doors;more;small;low;unacc
low;vhigh;4doors;more;small;med;unacc
low;vhigh;4doors;more;small;high;acc
low;vhigh;4doors;more;med;low;unacc
low;vhigh;4doors;more;med;med;acc
low;vhigh;4doors;more;med;high;acc
low;vhigh;4doors;more;big;low;unacc
low;vhigh;4doors;more;big;med;acc
low;vhigh;4doors;more;big;high;acc
low;vhigh;5more;2people;small;low;unacc
